id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_il_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit
827774,1036754,21000,21000,20950, 36 months,0.1199,697.41,B,B5,Evertech LLC,8 years,MORTGAGE,175000,Source Verified,2011-08,Fully Paid,false,https://lendingclub.com/browse/loanDetail.action?loan_id=827774,  Borrower added on 07/23/11 > We are purchasing a home in Canada that belonged to my father. We have been financed for the mortgage without any problems but the cash down is at 35 percent due to us not residing in Canada and working in the US. We have paid cash for $60K already and would like to borrow the remainder to keep cash in the bank. Thank you for your consideration.<br/>,major_purchase,Second home,775xx,TX,10.99,3,1999-01,710,714,2,8,,9,0,5438,0.40,20,false,0.00,0.00,25085.716855125902,25025.99,21000.00,4085.72,0.0,0.0,0.0,2014-06,2072.89,,2016-09,659,655,false,,true,INDIVIDUAL,,,,false,,,,,,,,,,,,,,,,,,,,,,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,
1056115,1287689,6000,6000,6000, 36 months,0.1349,203.59,C,C1,Acosta Sales & Marketing,< 1 year,RENT,30000,Source Verified,2011-12,Fully Paid,false,https://lendingclub.com/browse/loanDetail.action?loan_id=1056115,  Borrower added on 12/05/11 > Exceptional<br>,medical,Medical,208xx,MD,10.8,0,2001-07,665,669,0,43,,6,0,13465,0.863,20,false,0.00,0.00,6926.845366311401,6926.85,6000.00,926.85,0.0,0.0,0.0,2013-05,3676.89,,2015-03,799,795,false,,true,INDIVIDUAL,,,,false,,,,,,,,,,,,,,,,,,,,,,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,
827723,1036700,12000,12000,12000, 60 months,0.1099,260.85,B,B3,College racquet club,2 years,RENT,45000,Not Verified,2011-08,Fully Paid,false,https://lendingclub.com/browse/loanDetail.action?loan_id=827723,,other,Personal loan,107xx,NY,21.55,0,1972-10,740,744,0,,,8,0,12330,0.656,11,false,0.00,0.00,15650.9399952537,15650.94,12000.00,3650.94,0.0,0.0,0.0,2016-08,260.79,,2016-09,639,635,false,,true,INDIVIDUAL,,,,false,,,,,,,,,,,,,,,,,,,,,,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,
827726,1036704,4200,4200,4200, 36 months,0.1599,147.64,D,D2,Premier Kids Care,3 years,RENT,30000,Not Verified,2011-07,Fully Paid,false,https://lendingclub.com/browse/loanDetail.action?loan_id=827726,"  Borrower added on 07/24/11 > Planning to remodel a bathroom, front porch, and a purchase a new refrigerator for my kitched. I wanted to do this rather than put anything on a creditcard because of how hurt a credit rating. I've been very cautios to keep creditcard debt down and to have my credit score around 800 in about a year. Thanks again everyone!<br/> Borrower added on 07/25/11 > I work in the pharmaceutical industy, and have been with my company for almost 3 1/2 years now. My job is very stable and recieve my checks on the 15th and 30th of every month. I am a very good saver, and will setup an automaitc withdrawal for this loan every month as well. Thanks again!<br/>",other,Appliances/remodel,306xx,GA,23.88,0,2001-02,690,694,2,42,,25,0,2664,0.186,35,false,0.00,0.00,4612.593850499,4612.59,4200.00,412.59,0.0,0.0,0.0,2012-04,3585.08,,2014-07,754,750,false,,true,INDIVIDUAL,,,,false,,,,,,,,,,,,,,,,,,,,,,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,
827717,1036692,6000,6000,5950, 36 months,0.1399,205.04,C,C3,military,4 years,RENT,40000,Source Verified,2011-08,Fully Paid,false,https://lendingclub.com/browse/loanDetail.action?loan_id=827717,,debt_consolidation,loan,431xx,OH,8.19,0,2007-11,700,704,2,,,16,0,4504,0.141,21,false,0.00,0.00,7381.2906894721,7319.78,6000.00,1381.29,0.0,0.0,0.0,2014-09,218.99,,2016-07,584,580,false,,true,INDIVIDUAL,,,,false,,,,,,,,,,,,,,,,,,,,,,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,
826668,1035551,3000,3000,3000, 36 months,0.0999,96.79,B,B1,British Consulate General,7 years,RENT,62000,Not Verified,2011-07,Fully Paid,false,https://lendingclub.com/browse/loanDetail.action?loan_id=826668,,debt_consolidation,3000 Loan,108xx,NY,4.68,0,2006-01,715,719,1,,,5,0,10122,0.684,6,false,0.00,0.00,3484.334615087,3484.33,3000.00,484.33,0.0,0.0,0.0,2014-08,108.01,,2016-09,704,700,false,,true,INDIVIDUAL,,,,false,,,,,,,,,,,,,,,,,,,,,,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,
827662,1036628,12500,12500,12500, 36 months,0.0599,380.22,A,A2,Wells Fargo,5 years,MORTGAGE,75000,Verified,2011-07,Fully Paid,false,https://lendingclub.com/browse/loanDetail.action?loan_id=827662,,debt_consolidation,Debt Consolidation,554xx,MN,19.02,0,2001-10,775,779,0,,,16,0,4831,0.129,29,false,0.00,0.00,13604.310091157702,13604.31,12500.00,1104.31,0.0,0.0,0.0,2013-11,3720.08,,2013-11,769,765,false,,true,INDIVIDUAL,,,,false,,,,,,,,,,,,,,,,,,,,,,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,
827625,1036588,3000,3000,3000, 36 months,0.1059,97.64,B,B2,GENY,4 years,RENT,28000,Verified,2011-07,Fully Paid,false,https://lendingclub.com/browse/loanDetail.action?loan_id=827625,"  Borrower added on 07/23/11 > I want to use this loan to purchase a new car. This is my second loan from Lending Club. I have been successfully paying my first loan on time every month and I have a reliable, stable job.<br/>",major_purchase,Car Loan,100xx,NY,14.49,0,2000-11,705,709,1,55,,5,0,1981,0.12,11,false,0.00,0.00,3514.8162697899,3514.82,3000.00,514.82,0.0,0.0,0.0,2014-08,106.38,,2014-08,799,795,false,,true,INDIVIDUAL,,,,false,,,,,,,,,,,,,,,,,,,,,,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,
827607,1036570,5000,5000,5000, 36 months,0.1649,177,D,D3,,5 years,RENT,60000,Verified,2011-07,Fully Paid,false,https://lendingclub.com/browse/loanDetail.action?loan_id=827607,,small_business,Production Company Website,941xx,CA,3.18,0,1999-08,665,669,0,44,,4,0,203,0.507,12,false,0.00,0.00,6410.020869866519,6410.02,5000.00,1395.02,15.0,0.0,0.0,2014-09,31.93,,2016-05,519,515,false,,true,INDIVIDUAL,,,,false,,,,,,,,,,,,,,,,,,,,,,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,
827528,1036484,5600,5600,5600, 36 months,0.0999,180.67,B,B1,"Open Software Integrators, LLC",< 1 year,RENT,36276,Source Verified,2011-07,Fully Paid,false,https://lendingclub.com/browse/loanDetail.action?loan_id=827528,,debt_consolidation,pay off credit cards,272xx,NC,4.5,0,2001-09,740,744,0,,,3,0,6224,0.593,8,false,0.00,0.00,6391.9793465644,6391.98,5600.00,791.98,0.0,0.0,0.0,2013-08,2251.11,,2016-09,749,745,false,,true,INDIVIDUAL,,,,false,,,,,,,,,,,,,,,,,,,,,,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,
827524,1036480,4900,4900,4900, 36 months,0.0699,151.28,A,A3,M&M Excavation Co,7 years,MORTGAGE,90000,Not Verified,2011-08,Fully Paid,false,https://lendingclub.com/browse/loanDetail.action?loan_id=827524,,home_improvement,siding,805xx,CO,15.25,0,2002-05,780,784,5,,,6,0,1837,0.128,13,false,0.00,0.00,5035.5290651411,5035.53,4900.00,135.53,0.0,0.0,0.0,2012-01,4431.23,,2012-01,739,735,false,,true,INDIVIDUAL,,,,false,,,,,,,,,,,,,,,,,,,,,,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,
827490,1036445,4550,4550,4550, 36 months,0.1523,158.25,C,C5,JP Morgan Chase,2 years,RENT,42000,Source Verified,2011-07,Fully Paid,false,https://lendingclub.com/browse/loanDetail.action?loan_id=827490,,debt_consolidation,Personal Loan ,981xx,WA,7,0,1998-01,670,674,1,48,97,5,1,2406,0.376,9,false,0.00,0.00,4926.946041687,4926.95,4550.00,376.95,0.0,0.0,0.0,2012-04,10.63,,2012-04,694,690,false,,true,INDIVIDUAL,,,,false,,,,,,,,,,,,,,,,,,,,,,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,false,,,,
1056345,1288135,4800,4800,4800, 36 months,0.0603,146.1,A,A1,we transportation,2 years,RENT,54996,Not Verified,2011-12,Fully Paid,false,https://lendingclub.com/browse/loanDetail.action?loan_id=1056345,,other,Car Loan,115xx,NY,5.89,0,2000-11,750,754,0,,,10,0,8800,0.383,20,false,0.00,0.00,5274.2317330024,5274.23,4800.00,459.23,15.0000000025,0.0,0.0,2015-01,16.89,,2015-01,689,685,false,,true,INDIVIDUAL,,,,false,,,,,,,,,,,,,,,,,,,,,,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,
827419,1036373,6000,6000,6000, 60 months,0.1199,133.44,B,B5,napa distribution center ,10+ years,RENT,18000,Not Verified,2011-08,Charged Off,false,https://lendingclub.com/browse/loanDetail.action?loan_id=827419,  Borrower added on 07/23/11 > simply want too get my homebusiness up and running.<br/>,small_business,rags to riches ,980xx,WA,16.27,0,2001-03,740,744,0,,,4,0,12261,0.568,10,false,0.00,0.00,1890.35,1890.35,925.22,664.42,0.0,300.71,2.5,2012-08,133.44,,2016-09,604,600,false,,true,INDIVIDUAL,,,,false,,,,,,,,,,,,,,,,,,,,,,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,
827476,1036431,2000,2000,2000, 36 months,0.0749,62.21,A,A4,Behavoiral Health of the Palm Beaches,3 years,RENT,40800,Not Verified,2011-07,Fully Paid,false,https://lendingclub.com/browse/loanDetail.action?loan_id=827476,"  Borrower added on 07/23/11 > I would like to use this loan to go on vacation to San Francisco in a few weeks. My credit score is quite good and the monthly repayment amount for the loan I am requesting is well within my monthly budget. My rent is more than a reasonable amount in proporation to my monthly income, as are my overall expenses. My job is stable, the business is doing well and I have worked for the comapany for over 2,5 yrs. I have also received a promotion recently.<br/>",vacation,Vacation,334xx,FL,9.03,0,1986-01,755,759,2,,,4,0,2238,0.266,12,false,0.00,0.00,2239.2885333835,2239.29,2000.00,239.29,0.0,0.0,0.0,2014-08,73.5,,2014-08,734,730,false,,true,INDIVIDUAL,,,,false,,,,,,,,,,,,,,,,,,,,,,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,
827474,1036429,13400,13400,12673.24301943096, 60 months,0.2211,370.94,G,G1,"Targacept, Inc.",< 1 year,RENT,100000,Verified,2011-07,Fully Paid,false,https://lendingclub.com/browse/loanDetail.action?loan_id=827474,,other,DC Loan,271xx,NC,5.47,0,2005-09,660,664,0,,,6,0,16238,0.804,7,false,0.00,0.00,22255.5331396523,20312.29,13400.00,8855.53,0.0,0.0,0.0,2016-08,370.07,,2016-08,684,680,false,,true,INDIVIDUAL,,,,false,,,,,,,,,,,,,,,,,,,,,,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,
827438,1036392,8000,8000,7750, 36 months,0.1099,261.88,B,B3,Fifth Third Bank,2 years,RENT,34000,Not Verified,2011-07,Fully Paid,false,https://lendingclub.com/browse/loanDetail.action?loan_id=827438,,debt_consolidation,Credit Card Consolidation,606xx,IL,13.48,0,2005-11,685,689,0,,,6,0,9458,0.802,6,false,0.00,0.00,9392.1290138995,9098.62,8000.00,1392.13,0.0,0.0,0.0,2014-03,1557.25,,2016-09,724,720,false,,true,INDIVIDUAL,,,,false,,,,,,,,,,,,,,,,,,,,,,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,
826922,1035835,15000,15000,15000, 60 months,0.1399,348.95,C,C3,big boyz bail bonds,2 years,MORTGAGE,60000,Verified,2011-08,Charged Off,false,https://lendingclub.com/browse/loanDetail.action?loan_id=826922,"  Borrower added on 07/23/11 > I plan to use these funds to pay off my high interest credit cards.what makes me a good borrower is I have never missed a payment on any of my bills,I have owned my home for the last 7 years though i still have a mortgage,I have a sound family budget and I have a very good job in the law enforcement field<br/>",debt_consolidation,my loan 3,212xx,MD,18.9,0,1986-04,730,734,3,,,14,0,12619,0.357,33,false,0.00,0.00,5598.48,5598.48,3034.30,2538.19,17.427313902264,8.56,0.0,2012-12,715.35,,2016-09,499,0,false,,true,INDIVIDUAL,,,,false,,,,,,,,,,,,,,,,,,,,,,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,
827391,1036342,4400,4400,4400, 36 months,0.1149,145.08,B,B4,Bradshaw International,7 years,MORTGAGE,62690.88,Verified,2011-07,Fully Paid,false,https://lendingclub.com/browse/loanDetail.action?loan_id=827391,,other,Debt Consolidation,923xx,CA,12.81,0,1998-07,690,694,0,37,,11,0,2195,0.375,17,false,0.00,0.00,5222.6023106028,5222.60,4400.00,822.60,0.0,0.0,0.0,2014-08,152.16,,2016-05,614,610,false,,true,INDIVIDUAL,,,,false,,,,,,,,,,,,,,,,,,,,,,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,
827266,1036210,12425,12425,11724.173076638979, 60 months,0.1523,297.1,C,C5,"Kerber, Eck & Braeckel",4 years,RENT,44000,Source Verified,2011-07,Fully Paid,false,https://lendingclub.com/browse/loanDetail.action?loan_id=827266,  Borrower added on 07/24/11 > This loan would be used to pay down credit card debt assumed as part of a settlement<br/>,debt_consolidation,DEBT PAYOFF,637xx,MO,18.3,0,1999-06,705,709,1,,,6,0,20287,0.722,30,false,0.00,0.00,15887.5850362824,14504.39,12425.00,3462.59,0.0,0.0,0.0,2013-10,8473.5,,2016-01,694,690,false,,true,INDIVIDUAL,,,,false,,,,,,,,,,,,,,,,,,,,,,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,
827071,1035998,7900,7900,7900, 36 months,0.0999,254.88,B,B1,OSH,7 years,RENT,28000,Verified,2011-07,Fully Paid,false,https://lendingclub.com/browse/loanDetail.action?loan_id=827071,,debt_consolidation,credit card,951xx,CA,19.67,0,2005-01,720,724,0,,,4,0,7419,0.488,4,false,0.00,0.00,8672.6006097385,8672.60,7900.00,772.60,0.0,0.0,0.0,2012-10,5369.53,,2012-10,774,770,false,,true,INDIVIDUAL,,,,false,,,,,,,,,,,,,,,,,,,,,,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,
827184,1036116,11200,11200,10900, 36 months,0.1059,364.51,B,B2,ClearMetrics,2 years,RENT,45000,Source Verified,2011-07,Fully Paid,false,https://lendingclub.com/browse/loanDetail.action?loan_id=827184,"  Borrower added on 07/23/11 > Hard working and financially stable individual looking for investors! No defaults or late payments EVER. Have worked the monthly loan payments into my budget and there is room to spare to include personal savings/reinvestment or quicker loan payoff. Looking forward to smooth funding!<br/> Borrower added on 07/24/11 > TO those who have invested, thanks for your faith! For prospective investors, let me outline my plans:<br/><br/>WIth funds received, I have 6 low limit credit cards with APRs between 15.99-21.99 that will be paid in full &amp; closed.  The total of these accounts are $7,100. Paying off the cards I have with the highest rates is a smart move - saving me from paying extra interest down the road. The Lending Club interest rate affords me this savings.<br/><br/>That leaves +/- $3,500 after loan fees. This amount will be used to pay 2 cards with balances that I will continue to work off. The APRs on these cards are approximately 11.99. <br/><br/>The reason for balances on these cards are due to:<br/>a) Relocation to NYC (go figure... nyc is not a cheap place to live!)<br/>b) Medical <br/><br/>As noted, I have had ZERO non payments, judgments, defaults, or late payments since my credit reporting history began. The extra savings affords me to get out of debt quicker, pay off my Lending Club loan quicker, and start the path of saving and debt free living. <br/><br/>Thanks for your time!<br/>",debt_consolidation,Loan,112xx,NY,18.88,0,1987-04,705,709,0,,,18,0,29263,0.538,19,false,0.00,0.00,13122.0587605306,12770.58,11200.00,1922.06,0.0,0.0,0.0,2014-08,374.42,,2016-09,604,600,false,,true,INDIVIDUAL,,,,false,,,,,,,,,,,,,,,,,,,,,,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,
825558,1034359,6000,6000,5663.630353504316, 60 months,0.1349,138.03,C,C2,US Healthworks,3 years,MORTGAGE,62160,Not Verified,2011-07,Fully Paid,false,https://lendingclub.com/browse/loanDetail.action?loan_id=825558,"  Borrower added on 07/23/11 > Pay off higher interested credit card.  Also, use for home improvements.<br/>",other,Personal Loan,442xx,OH,14.38,0,2004-10,700,704,0,30,,5,0,6010,0.865,11,false,0.00,0.00,8125.9300038253,7534.96,6000.00,2125.93,0.0,0.0,0.0,2015-05,2060.22,,2016-09,554,550,false,,true,INDIVIDUAL,,,,false,,,,,,,,,,,,,,,,,,,,,,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,
1054308,1286151,5000,5000,5000, 36 months,0.2089,188.1,F,F1,Avis Rent A Car,5 years,RENT,21000,Verified,2011-12,Charged Off,false,https://lendingclub.com/browse/loanDetail.action?loan_id=1054308,"  Borrower added on 12/05/11 > I want to fly to Ukraine next year, I haven't been there for 10 years, which is why i need extra cash.<br>",other,Vacation,986xx,WA,7.14,0,2007-12,675,679,0,,,2,0,496,0.992,4,false,0.00,0.00,5802.339999999998,5802.34,3936.53,1705.17,0.0,160.64,1.6064,2014-06,188.1,,2014-11,544,540,false,,true,INDIVIDUAL,,,,false,,,,,,,,,,,,,,,,,,,,,,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,
827145,1036077,2500,2500,2500, 36 months,0.1199,83.03,B,B5,West Warwick School Department,10+ years,RENT,75000,Verified,2011-07,Fully Paid,false,https://lendingclub.com/browse/loanDetail.action?loan_id=827145,,debt_consolidation,Debt consolidation loan,028xx,RI,9.98,0,1994-08,680,684,3,57,,10,0,11131,0.801,23,false,0.00,0.00,2842.0148594017,2842.01,2500.00,342.01,0.0,0.0,0.0,2013-01,1514.1,,2013-02,589,585,false,,true,INDIVIDUAL,,,,false,,,,,,,,,,,,,,,,,,,,,,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,
816346,1024073,30000,30000,30000, 60 months,0.1749,753.51,D,D5,Verizon Wireless,5 years,MORTGAGE,88000,Source Verified,2011-07,Fully Paid,false,https://lendingclub.com/browse/loanDetail.action?loan_id=816346,  Borrower added on 07/28/11 > The purpose of this load is to consolidate 3 credit card balances into one payment.<br/>null,home_improvement,Consolidation,483xx,MI,5.93,0,1996-06,725,729,2,,,9,0,21139,0.439,28,false,0.00,0.00,42728.2126620202,42728.21,30000.00,12728.21,0.0,0.0,0.0,2014-10,14858.83,,2014-10,794,790,false,,true,INDIVIDUAL,,,,false,,,,,,,,,,,,,,,,,,,,,,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,
827049,1035971,21500,21500,21500, 60 months,0.2211,595.16,G,G1,New Resources Consulting LLC,< 1 year,MORTGAGE,68000,Verified,2011-08,Fully Paid,false,https://lendingclub.com/browse/loanDetail.action?loan_id=827049,"  Borrower added on 07/24/11 > I learned my lesson with credit cards the hard way.  Now the credit card companies keep raising my rates so I'm trying to consolidate my debt into a fixed rate loan.  I'm currently spending ~$800/mo. on credit card bills, and with no end in sight and interest rates on the rise I decided to get into a more stable and structured pay plan.  I appreciate all those who invest in my fund!  Thank you!<br/>",credit_card,Pay Off the Credit Cards!,532xx,WI,15.78,1,2004-10,660,664,1,4,,12,0,20852,0.586,22,false,0.00,0.00,35575.3800197164,35575.38,21500.00,14075.38,0.0,0.0,0.0,2016-03,3436.74,,2016-02,759,755,false,,true,INDIVIDUAL,,,,false,,,,,,,,,,,,,,,,,,,,,,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,
827105,1036034,5600,5600,5550, 36 months,0.0999,180.67,B,B1,University of North America,2 years,OWN,42000,Source Verified,2011-07,Fully Paid,false,https://lendingclub.com/browse/loanDetail.action?loan_id=827105,,credit_card,Credit Card Loan,221xx,VA,17.71,0,1995-07,700,704,0,,,13,0,26124,0.639,17,false,0.00,0.00,5766.3208875767,5714.83,5600.00,166.32,0.0,0.0,0.0,2011-12,4308.79,,2014-05,774,770,false,,true,INDIVIDUAL,,,,false,,,,,,,,,,,,,,,,,,,,,,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,
827098,1036027,20000,20000,19950, 60 months,0.1523,478.22,C,C5,BNSF,10+ years,MORTGAGE,55000,Verified,2011-08,Fully Paid,false,https://lendingclub.com/browse/loanDetail.action?loan_id=827098,,debt_consolidation,Debt Consolidation,595xx,MT,13.9,0,2000-11,715,719,2,,,10,0,15104,0.648,25,false,0.00,0.00,27417.5924125692,27349.05,20000.00,7417.59,0.0,0.0,0.0,2014-11,9284.0,,2016-08,759,755,false,,true,INDIVIDUAL,,,,false,,,,,,,,,,,,,,,,,,,,,,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,
813303,1020747,15000,15000,15000, 36 months,0.0599,456.27,A,A2,"Ektron, Inc.",2 years,MORTGAGE,128148,Source Verified,2011-08,Fully Paid,false,https://lendingclub.com/browse/loanDetail.action?loan_id=813303,"  Borrower added on 07/23/11 > This loan is to bring a higher interest credit card from 13% to 7.57%. We have been paying large amounts to this credit card to pay it down. Our payments have been on time and obviously we have excellent credit, we just wanted to give it a 36 month structure and a lower interest payment to save some money.<br/>Thanks.<br/>",credit_card,Personal Loan One,787xx,TX,8.47,0,1994-11,780,784,0,,,12,0,18361,0.288,24,false,0.00,0.00,16425.369948809603,16425.37,15000.00,1425.37,0.0,0.0,0.0,2014-08,457.54,,2016-03,679,675,false,,true,INDIVIDUAL,,,,false,,,,,,,,,,,,,,,,,,,,,,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,
826987,1035908,6900,6900,6850, 36 months,0.0999,222.62,B,B1,Amerigas,3 years,RENT,27000,Verified,2011-08,Fully Paid,false,https://lendingclub.com/browse/loanDetail.action?loan_id=826987,,car,Car Loan ,328xx,FL,15.42,0,2006-09,720,724,0,,,6,0,2744,0.312,8,false,0.00,0.00,8013.9522883995,7955.88,6900.00,1113.95,0.0,0.0,0.0,2014-08,246.49,,2015-07,734,730,false,,true,INDIVIDUAL,,,,false,,,,,,,,,,,,,,,,,,,,,,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,
824729,1033471,10000,10000,10000, 60 months,0.1199,222.4,B,B5,Barrington School District,10+ years,RENT,30000,Verified,2011-08,Fully Paid,false,https://lendingclub.com/browse/loanDetail.action?loan_id=824729,"  Borrower added on 07/23/11 > business for a investment on family<br/> Borrower added on 07/23/11 > I am helping my brother in his business. He has all the customers set up ,major upside to investing in him ,and he has the experience to run it well<br/> Borrower added on 07/24/11 > A small business loan for investment<br/>null Borrower added on 08/04/11 > Rent is 800 no insurance 200 for utitles<br/>null",other,business,601xx,IL,13.72,0,1996-04,785,789,1,,,17,0,13411,0.229,32,false,0.00,0.00,13343.51,13343.51,10000.00,3343.51,0.0,0.0,0.0,2016-08,221.91,,2016-09,689,685,false,,true,INDIVIDUAL,,,,false,,,,,,,,,,,,,,,,,,,,,,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,
827024,1035945,3975,3975,3975, 60 months,0.1749,99.84,D,D5,Beverly Hills Cafe,6 years,RENT,22200,Source Verified,2011-07,Charged Off,false,https://lendingclub.com/browse/loanDetail.action?loan_id=827024,  Borrower added on 07/24/11 > This loan is to pay off all my ousts ding debt. With no credit card payments it will allow me to work and save while making this loan much more simple to repay then to pay multiple cards. I have an established budget to pay off this loan. And I welcome all investors<br/>,debt_consolidation,Debt Consolidation,330xx,FL,23.95,0,2006-11,675,679,2,,,5,0,1720,0.717,5,false,0.00,0.00,374.67,374.67,83.79,114.39,0.0,176.49,1.63,2011-10,99.84,,2016-09,594,590,false,,true,INDIVIDUAL,,,,false,,,,,,,,,,,,,,,,,,,,,,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,
826990,1035911,21725,21725,21450, 60 months,0.1349,499.78,C,C2,Waste Management,6 years,MORTGAGE,51600,Verified,2011-07,Charged Off,false,https://lendingclub.com/browse/loanDetail.action?loan_id=826990,  Borrower added on 07/23/11 > Would like to pay off credit cards in 5 years instead of 30.  Medical bills and unexpected expenses caused us to use the credit cards which we are trying to pay off so we can be debt free in 5 years.<br/>,credit_card,pay off credit cards yay!!,186xx,PA,23.23,0,1990-11,720,724,0,,,11,0,34046,0.84,26,false,0.00,0.00,9994.96,9868.42,5689.09,4295.11,0.0,10.76,0.0,2013-04,499.78,,2016-09,634,630,false,,true,INDIVIDUAL,,,,false,,,,,,,,,,,,,,,,,,,,,,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,
1056351,1288141,5850,5850,5850, 36 months,0.1465,201.8,C,C3,BootStrap Software,1 year,RENT,38000,Verified,2011-12,Fully Paid,false,https://lendingclub.com/browse/loanDetail.action?loan_id=1056351,"  Borrower added on 12/06/11 > While obtaining my B.S., I used my credit cards to stay afloat.  While I now have a job in the field I had studied for, my credit cards are right where they were a year ago.  Making minimum payments most of the time, most of credit cards are well above the interest rate I got for this loan.  In the end, I intend to save money on interest and make some money for investors.  I intend to become an investor myself once I get into a financial position to do so.<br>",credit_card,Credit Card PayOff,030xx,NH,23.59,0,2001-05,675,679,1,46,,10,0,9552,0.918,36,false,0.00,0.00,6952.6927618981,6952.69,5850.00,1102.69,0.0,0.0,0.0,2013-08,3121.68,,2016-09,714,710,false,,true,INDIVIDUAL,,,,false,,,,,,,,,,,,,,,,,,,,,,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,
826998,1035919,3600,3600,3600, 36 months,0.1149,118.7,B,B4,Walgreens,2 years,RENT,65000,Not Verified,2011-07,Fully Paid,false,https://lendingclub.com/browse/loanDetail.action?loan_id=826998,  Borrower added on 07/23/11 > Pay of Mastercard!<br/>,debt_consolidation,First,606xx,IL,12.31,0,2003-09,705,709,3,,,5,0,4665,0.707,20,false,0.00,0.00,4090.7033403586,4090.70,3600.00,490.70,0.0,0.0,0.0,2013-02,2079.95,,2016-09,724,720,false,,true,INDIVIDUAL,,,,false,,,,,,,,,,,,,,,,,,,,,,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,
